lemma,simplex
Lotto,1
Tape,1
Nikon,1
BMW,0
Piercing,0
nahegelegen,0
Zirkel,1
imstande,0
turbulent,0
tagelang,0
Aristoteles,0
Kluft,1
Demut,0
Biologe,1
Rausch,1
Zeche,1
Psychoanalyse,0
Potenz,0
Break,1
Quad,1
bestehen,0
Fünftel,0
Kollektiv,0
clean,1
Vierte,0
Kürbis,1
loslassen,0
Brennen,1
Chili,1
Doppelbett,0
Wels,1
Paste,1
Sportwagen,0
nähern,1
konfigurieren,1
Type,1
kotzen,1
weltberühmt,0
Promille,1
fernab,0
Archäologe,0
Krokodil,1
Pakt,1
Lehm,1
selbsternannt,0
Festtag,0
Nuance,1
Violine,1
stabilisieren,1
Stereo,1
Spalt,1
Sponsoring,0
Rückflug,0
Krach,1
solang,0
zielgerichtet,0
manipulieren,1
Ghetto,1
Feeling,0
Teddy,1
drängen,1
Prosa,1
Freibetrag,0
Solarzelle,0
Angst,1
schämen,1
fällen,1
DX,0
Schreibstil,0
Direkt,1
Weltmarkt,0
Police,1
Gigabyte,0
selbstbestimmt,0
Prima,1
Kontroverse,0
Dumme,1
Ballett,1
Wohnheim,0
Spott,1
Hummel,1
Delikt,1
Glühbirne,0
Odenwald,0
Garderobe,0
Schablone,1
Nutz,1
Intranet,0
Kabarett,1
Idol,1
Tsunami,1
Cop,1
Feinste,0
Rückfall,0
Däne,1
Keule,1
Wall,1
Sozialamt,0
Rücknahme,0
stet,1
Eigeninitiative,0
Strick,1
marin,1
Knecht,1
Schuldige,0
Hepatitis,1
Nässe,1
Karpfen,1
Kulturgut,0
Bräutigam,1
Tube,1
Rost,1
Sitemap,0
Spule,1
Weste,1
Jüngling,0
Farbstoff,0
Spinne,1
Karate,1
Bibliographie,0
monatelang,0
gang,1
Step,1
Silbe,1
Karotte,1
Tornado,1
nebeneinander,0
Pfiff,1
Trophäe,1
Weiterfahrt,0
Messwert,0
Log,1
Espresso,1
Zügel,1
Falsche,1
tabu,1
Schießen,1
Stickstoff,1
Physiotherapie,0
Seelsorge,0
Pi,1
korrupt,1
Grünfläche,0
instant,1
Alm,1
Examen,1
Hub,1
Akkord,1
Skat,1
dienstags,0
stehlen,1
Zeichnen,1
Doktorand,0
reservieren,1
Sultan,1
Karre,1
Nichte,1
sortieren,1
Ninja,1
Falke,1
Leitsatz,0
aufwärts,0
Weiterlesen,0
Feldzug,0
Disk,1
Juckreiz,0
Nordsee,0
Schleuse,1
sorgsam,0
Bösewicht,0
russisch,0
Magistrat,0
Biotechnologie,0
Schadenersatz,0
Remix,0
Bluse,1
Gleichgesinnten,0
Friedhelm,0
Senden,1
Buckel,1
Saga,1
Rezensent,0
dankeschön,0
Sammelband,0
zweifach,0
regieren,1
Biotop,0
Oberteil,0
Aktiv,1
OB,0
selbstgemacht,0
Faxe,1
Spatz,1
Heizkosten,0
Fahrschule,0
Braten,1
Deko,1
Wilde,1
Kreative,0
Außerirdische,0
Nu,1
Kleingruppe,0
Whirlpool,0
allergut,0
Raupe,1
Altern,1
Soziologe,0
Most,1
Waschbecken,0
karg,1
vorweg,0
Preview,0
Maja,1
Leerlauf,0
Schallplatte,0
Innenleben,0
Cousine,1
Pore,1
Swing,1
Silikon,1
Score,1
Ruck,1
elft,0
trösten,1
Transparent,1
Rohling,0
Nichts,1
rundherum,0
Sozialdemokratie,0
Lastwagen,0
Schnupfen,1
Fahrweise,0
Drehen,1
kreieren,1
herbei,0
preisgekrönt,0
Finne,1
Neurodermitis,0
Eden,1
Nickel,1
Joggen,1
Zivildienst,0
Rückwand,0
Porno,1
parken,1
spekulieren,1
indigen,1
mal,1
Kreisel,1
Werbespot,0
Pfeife,1
Schlüsselwort,0
Gau,1
Gulden,1
Marmor,1
Puma,1
checken,1
staunen,1
download,0
Rechteck,0
Merkblatt,0
Webspace,0
Glut,1
Sachverstand,0
Apache,0
Riemen,1
Gatte,1
hinüber,0
Tresen,1
Kitten,1
Schamane,1
Leasing,0
Ziehen,1
Wohlergehen,0
Synode,1
Burnout,0
Promenade,1
Sierra,1
empfunden,0
Catering,0
Essenz,1
Pelz,1
Scheu,1
Relief,1
Dekanat,0
Maxime,1
lila,1
solar,1
Granit,1
Rückspiel,0
Schubladen,0
heterogen,0
Alphabet,1
Multiplikator,0
Football,0
Älteste,0
Solarenergie,0
Zigarre,1
Sense,1
quälen,1
Schwache,0
Sonderausgabe,0
Gnom,1
Astronom,1
Rivale,0
Nationalstaat,0
Parfüm,1
schrauben,1
Leckerbissen,0
insgeheim,0
Heiland,1
Flirt,1
Funktionieren,1
Elch,1
leugnen,1
schmeißen,1
dumpf,1
Transistor,0
Plakette,1
barfuß,1
leihen,1
Sachbuch,0
Rückhalt,0
diffus,1
Lange,1
Kleinwagen,0
Götze,0
festigen,1
liquid,1
Ritt,1
Lotus,1
ordnen,1
Trinkgeld,0
operieren,1
Kleinste,0
standhalten,0
Dekade,1
vage,1
Futtermittel,0
Präferenz,0
Paradigma,1
bißchen,0
Ritus,1
Weinbau,0
Wohngebäude,0
schöpfen,1
Kranz,1
streicheln,1
Kunststück,0
Shooting,0
Manifest,1
Superlativ,0
linken,1
Schenkel,1
Pestizid,0
hassen,1
abzüglich,0
Aquarell,1
Defekte,0
Starke,0
Diva,1
Festspiel,0
Konstante,0
Katalysator,0
Distrikt,1
Zehntausend,0
Nobelpreis,0
Kürzel,1
Countdown,0
Symbiose,1
Stengel,1
Inbegriff,0
kühn,1
Biest,1
Rechnen,1
empor,1
Eid,1
Kappe,1
Lanze,1
BWL,0
Trommel,1
Trocknen,1
Mächtige,0
Olive,1
Eichel,1
Flow,1
empört,1
Airbag,0
Guss,1
Melancholie,0
blockieren,1
SUV,0
Strumpf,1
festgesetzt,0
fristgerecht,0
Avantgarde,0
Dolch,1
Ziegel,1
Resident,0
Vanille,1
Strauß,1
Wodka,1
Fahrverbot,0
Obhut,0
Picknick,0
nagelneu,0
Netto,1
Fühlen,1
vollziehen,0
Oberseite,0
Relikt,1
Harm,1
Milbe,1
Veteran,1
allerseits,0
Recycling,0
Aloe,1
Gutschrift,0
Scout,1
lagern,1
Program,1
Floskel,1
Kiez,1
Pauschale,1
Grosse,1
Triple,1
Privatkunde,0
Wrack,1
Mikroskop,0
Kurde,1
Host,1
mobilisieren,1
rächen,1
pflanzen,1
wasserdicht,0
taub,1
Suizid,1
Diskrepanz,0
Heizöl,1
Return,1
Spray,1
wandeln,1
schmunzeln,1
Müsli,1
Bistro,1
Lassen,1
fachgerecht,0
Leichnam,1
Jetzt,1
Konservative,0
Imperialismus,0
NC,0
Tscheche,0
stunden,1
Israelit,1
Rennrad,0
Banking,0
weltgroß,0
Idylle,1
impfen,1
Osteoporose,0
straff,1
Kantine,1
Fahrverhalten,0
tagen,1
Imam,1
Infekt,1
Nationalrat,0
Mercedes,0
Stachel,1
latent,0
Regatta,1
Hauptziel,0
Reißverschluß,0
Internationale,0
Gateway,0
Statut,1
Außenwand,0
Kegel,1
Schnappschuss,0
Operator,0
Vase,1
Cape,1
Werwolf,0
Großhandel,0
bündeln,1
experimentieren,1
Binge,1
lügen,1
Kriegsgefangene,0
Syntax,1
glänzen,1
Swimmingpool,0
Deutsch,1
Cafeteria,1
Weiße,1
Fossil,1
Esprit,1
Linde,1
Truhe,1
Streifzug,0
Groove,1
Kröte,1
Hohn,1
Pipeline,0
Clou,1
Pflegestelle,0
Parcours,1
wüst,1
Boulevard,1
Oberarzt,0
Scherbe,1
Mahl,1
entsprechend,0
Misere,1
konstruieren,1
wiederfinden,0
Zopf,1
Hetze,1
Trubel,1
schwingen,1
wetten,1
Schmunzeln,1
Bonbon,1
Finca,1
Koordinator,0
Buße,1
wohlfühlen,0
Karren,1
nützen,1
Kanne,1
Boutique,1
Joch,1
Physiotherapeut,0
Mahnverfahren,0
Preuße,1
Heilpflanze,0
irren,1
Hauptteil,0
denkmalgeschützt,0
Vollansicht,0
Schaltplan,0
Schurke,1
militant,0
widerlegen,0
Studieren,1
Rinde,1
kund,1
Marshall,1
Hauptmann,0
stöbern,1
Membran,1
zuliebe,0
Vollmond,0
kinderleicht,0
Neujahr,0
Gloria,1
Oldie,1
Expo,1
Zange,1
Resistenz,0
hochmodern,0
Akkordeon,1
Sozialgericht,0
wiegen,1
Diode,1
Birke,1
Chrom,1
vorab,0
Ventilator,0
Mulde,1
Trafo,1
Elektromotor,0
Plagiat,0
fertigen,1
Telefax,0
Startup,0
Lagune,1
schädigen,1
Epilepsie,0
Serbe,1
Leseprobe,0
kehren,1
Pasta,1
Sinfonie,0
toppen,1
Kuppel,1
Schwabe,1
Prestige,1
Schönste,0
editieren,1
Rezeptor,0
Fjord,1
hold,1
Heizen,1
Adjektiv,0
Duett,1
Konkurs,1
scheu,1
Samba,1
duschen,1
Synergie,0
platzen,1
reinstellen,0
energieeffizient,0
Kölsch,1
Hülse,1
IM,0
stillen,1
Astronaut,0
Eigentor,0
Extraklasse,0
Pellet,1
vegan,1
zwölft,0
Rebe,1
Task,1
Proletariat,0
Dino,1
Biogas,1
Rundfahrt,0
Volksfest,0
Palais,1
schälen,1
Koralle,1
vorüber,0
Podest,1
agil,1
Resümee,1
Staude,1
Dynastie,1
Bündel,1
logo,1
Ellenbogen,0
Kontingent,1
Leuchte,1
koordinieren,1
Tresor,1
Klebeband,0
Shoppen,1
Orthopäde,0
Pointe,1
wundersam,0
Laminat,0
Speise,1
Rückgrat,0
Boykott,1
firm,1
regulieren,1
scheiden,1
Diskothek,0
Bandit,1
Halbmarathon,0
kahl,1
Hauptgebäude,0
Dolby,0
Sklerose,1
Kurzschluss,0
Dart,1
Hauptthema,0
Pharmaindustrie,0
Barsch,1
Kanzel,1
Ferrari,1
Denkanstoß,0
Je,1
Plateau,1
öde,1
Fracht,1
Wiederaufnahme,0
Nix,1
Prothese,1
Wachsen,1
marode,1
Obergrenze,0
riesengroß,0
Bataillon,1
Salbe,1
Spore,1
Pfütze,1
Utensil,1
kennzeichnen,0
Richtwert,0
loslegen,0
missbrauchen,0
Kelch,1
Kasten,1
Crack,1
Pflegebedürftige,0
Krug,1
wirr,1
Elb,1
Klee,1
Nass,1
contra,1
Leitstelle,0
Placebo,1
Tauchgang,0
Lade,1
Messenge,0
Reue,1
Photographie,0
Gips,1
Spinat,1
nächstgelegen,0
Waggon,1
Tiergarten,0
Idealismus,0
Konsorten,0
Karfreitag,0
Schmied,1
Tücke,1
prägnant,0
Volltext,0
Marge,1
Vene,1
Nährboden,0
differenzieren,1
Parodie,0
Busen,1
Kiel,1
Sterbehilfe,0
Wahre,1
Arge,1
Sprengstoff,0
Wiederwahl,0
Click,1
Domizil,1
Stimmrecht,0
Häuptling,0
Präsent,0
Kaugummi,0
Elektrode,1
Putzen,1
Kommilitone,1
Inka,1
Außenstelle,0
Relaunch,0
Weiters,0
lau,1
Kelte,1
Saat,1
Workflow,0
Reggae,1
Fachschule,0
Rotor,1
Zahnrad,0
board,1
Schwerkraft,0
Rheuma,1
Tau,1
fade,1
Nickname,0
Philippe,0
Rübe,1
Tanne,1
rausholen,0
Träne,1
Kurzurlaub,0
infolgedessen,0
prall,1
Charta,1
klauen,1
kassieren,1
Symphonie,0
Prüfen,1
Sozialgesetzbuch,0
Grat,1
hüten,1
Kübel,1
filmen,1
Lausitz,1
Güterverkehr,0
dulden,1
Kaufkraft,0
mindern,1
Niederschrift,0
Doppelklick,0
Lösen,1
high,1
Hauptaugenmerk,0
Fortbestand,0
Luftfahrt,0
Saxophon,0
Ahle,1
Neptun,1
Makel,1
weltbekannt,0
sensibilisieren,1
Loge,1
stechen,1
Spaghetti,1
Koi,1
weiterführen,0
Taverne,1
Pauschalreise,0
Tinnitus,1
Typus,1
Kopierschutz,0
feige,1
Rückreise,0
updaten,0
Knospe,1
Souvenir,1
Fährte,0
Proton,1
filigran,1
Achtelfinale,0
Choreographie,0
drittgroß,0
Privathaushalt,0
saugen,1
Leckerli,0
Soja,1
Eizelle,0
Hanse,1
Rückschritt,0
Judo,1
diskret,1
Ökumene,0
Spagat,1
Lektor,0
Ferkel,1
Fernglas,0
Lehrstelle,0
Tiefpunkt,0
Klebstoff,0
Clique,1
Raps,1
Augenzeuge,0
Hyperlink,0
Weißrußland,0
Förderschule,0
Credo,1
Schutt,1
Kriminalroman,0
Diakon,1
schmerzen,1
Waffel,1
Mannen,1
Heiligabend,0
Französische,0
weiterleiten,1
Hurra,1
Messing,1
Schlitz,1
Wespe,1
Laudatio,0
Wohlfühlen,0
Servus,1
Korridor,1
Basilika,1
Trompete,1
Klagenfurt,0
Split,1
Philharmonie,0
Strapaze,0
Großunternehmen,0
Hoden,1
siegen,1
Schikane,1
wohlverdient,0
Silhouette,1
protestieren,1
Altlast,0
Prüfling,0
Kampfhund,0
Schwachpunkt,0
Valentinstag,0
Dreiviertel,0
Skyline,0
schleppen,1
Bon,1
Salsa,1
Hure,1
Werbekampagne,0
Buchenwald,0
Hauptseite,0
dargeboten,0
Schmankerl,0
Turbulenz,0
Sonderfall,0
Galopp,1
Farce,1
Bambus,1
Terminus,1
sanieren,1
rühren,1
Target,1
Portemonnaie,0
Schleim,1
Stipendiat,0
wogegen,0
Werben,1
Haupteingang,0
Garnix,0
Oberland,0
Kanon,1
Zittern,1
Kurzarbeit,0
Kaplan,0
Locke,0
Acryl,1
Patriot,1
Malaria,1
krumm,1
Borke,1
Schick,1
schleifen,1
ausschließlich,0
Ire,1
Hypothek,0
ehren,1
Voliere,1
Phönix,1
Navigator,0
Eigenregie,0
knallhart,0
Musizieren,1
Husky,1
Doppelte,0
rumliegen,0
alters,1
Prostata,1
Bügel,1
Brutto,1
Hopp,1
Bravo,1
Größte,0
Spezialgebiet,0
leinen,1
Sozialarbeit,0
Hospiz,1
Prophylaxe,0
Tragweite,0
wachsam,0
kreuz,1
Klemme,1
wiederkommen,0
Scheide,1
Vektor,1
Windmühle,0
Modellbau,0
synchron,1
pink,1
walten,1
Sirene,1
Reflektor,0
rausnehmen,0
Napf,1
Leukämie,0
vonstatten,0
Fundus,1
Spuk,1
Derivat,0
Distributor,0
Cortison,1
praktizieren,1
Telefonie,0
Styling,0
Weiche,1
Knolle,1
Kitsch,1
glorreich,0
Pulli,1
simulieren,1
Sozialsystem,0
Trust,1
quick,1
Außendienst,0
stumpf,1
Cartoon,1
Extrakt,1
BH,0
exportieren,1
jawohl,0
lauschen,1
Tracht,1
hintereinander,0
Krümel,1
Wiederkehr,0
Reinigen,1
Diskutieren,1
Offline,0
Coup,1
Liberalismus,0
gleiten,1
schweben,1
Wechselkurs,0
Zögern,1
Pils,1
Kirmes,0
Warte,1
Ochse,1
Göttliche,1
Gastronom,1
Muße,1
baumeln,1
Binnenmarkt,0
Sekte,1
Peugeot,0
Wahlberechtigte,0
Spülmaschine,0
vonnöten,0
Dorsch,1
Met,1
lehrreich,0
Bordeaux,0
pervers,1
Jod,1
implementieren,1
Intoleranz,0
Zwischenstopp,0
Plane,1
Oberarm,0
Empathie,0
Flocke,1
ÖVP,0
fulminant,0
Schlimmere,0
Bodybuilding,0
instabil,0
Strafstoß,0
Hochland,0
prägen,1
Mischling,0
Graffito,1
Freistil,0
Bürgersteig,0
gaga,1
Sandwich,1
Primat,0
Ändern,1
Freiburg,0
Röntgen,1
Kohlenstoff,0
Wohltat,0
Fond,1
Monolog,0
Neurologe,0
obschon,0
Weingarten,0
Samurai,1
säkular,1
NGO,0
reinschauen,0
Finish,1
darlegen,0
Nitrat,0
mindeste,0
Förderpreis,0
Schwergewicht,0
rutschen,1
Volkswagen,0
Illustrator,0
Probieren,1
Wallfahrt,0
Term,1
Kurzform,0
rumlaufen,0
Koppel,1
Kalkül,1
Hauptmarkt,0
Eigenbau,0
Court,1
Extremismus,0
Grotte,1
Magd,1
Elektrofahrzeug,0
violett,1
schwächen,1
Arie,1
Diktat,0
Dunkle,0
Landebahn,0
spritzen,1
rekonstruieren,1
textil,1
konsumieren,1
Dramaturgie,0
Schnickschnack,0
Deutschlands,0
Deponie,0
Gospel,1
Pflegestufe,0
fixieren,1
Feuilleton,0
Wallach,1
Kadett,1
Hostel,1
Solarstrom,0
Wettstreit,0
Zauberwort,0
Orbit,1
Handumdrehen,0
Odyssee,1
Cursor,1
Fasching,1
tauchen,1
lackieren,1
Sparmaßnahme,0
Wechseljahr,0
Burgenland,0
Fehde,1
Hanf,1
Turnschuh,0
Achterbahn,0
Tolle,1
Branding,0
Kommerz,1
trist,1
Superman,0
Krücke,1
Schwermetall,0
Stadtviertel,0
Proxy,1
Hauptwerk,0
Simulator,0
Höchstmaß,0
rings,0
Weltuntergang,0
Trumpf,1
konform,1
Sarkasmus,1
eklatant,0
Pagode,1
Breitband,0
Sog,1
Oberhaupt,0
Rückruf,0
Kleingeld,0
Schizophrenie,0
Outfit,0
Rosine,1
existent,0
Aggregat,0
fungieren,1
Sippe,1
Haltepunkt,0
Tombola,1
Leuchtmittel,0
Funktionalitäten,0
Exkurs,1
Filz,1
schwerbehindert,0
Nebenrolle,0
Faltblatt,0
Asteroid,1
Sozialverhalten,0
zittern,1
Mustang,1
Exot,1
Siegburg,0
Ekel,1
Fünfte,0
Outsourcing,0
resistent,0
item,1
Jade,1
Showdown,0
Klarinette,1
Transit,1
Gardine,1
Karies,1
Playoff,0
Esslöffel,0
Motel,1
Juso,1
Amulett,1
Freifläche,0
Wrestling,0
Zehntel,0
grinsen,1
Dunst,1
schrill,1
fischen,1
Psychose,1
lauwarm,0
Neoliberalismus,0
Feuerzeug,0
Curry,1
Mietrecht,0
Terminator,0
Pathos,1
Knöchel,1
Dingern,1
Kreide,1
Glühlampe,0
Ozon,1
sachgerecht,0
Cola,1
Echse,1
Bremsscheibe,0
Weltrekord,0
Rücksichtnahme,0
Kleinod,0
wiedersehen,0
Parzelle,1
Apokalypse,1
Gros,1
Hagel,1
Charité,1
Testosteron,1
Cello,1
Totschlag,0
Fortgang,0
grotesk,1
Diplomatie,0
midi,1
Sternwarte,0
Knick,1
Kollaps,1
Orthopädie,0
Detektor,0
Druide,1
chic,1
Schnorchel,1
libysch,1
segeln,1
Trunk,1
Python,1
Blogosphäre,0
Mango,1
Trank,1
Gardasee,0
publizieren,1
Nordhausen,0
Roulette,1
Arthritis,1
Originaltext,0
Glatze,1
postmodern,0
Philologie,0
Heilkraut,0
Charge,1
Konvent,1
Heilen,1
exquisit,1
Kür,1
Supertalent,0
rad,1
facettenreich,0
Fabel,1
Pflanzenschutzmittel,0
Selbstzweck,0
Brigade,1
Sperma,1
sonstwo,0
Zynismus,0
Freispruch,0
Pflaume,1
Mumie,1
Marxismus,0
Ehemalige,0
allzeit,0
allerhoch,0
Thymian,1
Attest,1
Neon,1
Kahn,1
Mietpreis,0
Innenbereich,0
Franchise,0
Peitsche,1
drohen,1
Baht,1
Lava,1
Fehlanzeige,0
Speichel,1
Gutmensch,0
Ballast,1
Melde,1
rechtens,0
partout,1
schmücken,1
Slip,1
Pentagon,0
siegreich,0
Zentralrat,0
Brisanz,0
Sparbuch,0
beieinander,0
Lauenburg,0
Markise,0
Matsch,1
paradox,0
Revolte,1
letztgenannt,0
Rotenburg,0
Leichte,1
profilieren,1
freigeben,0
Exekutive,0
wahrhaben,0
Achte,1
Motte,1
arbeit,1
Meute,1
Sowjet,1
Hauptursache,0
Kobold,1
Kiwi,1
Kapuze,1
suspekt,1
Speiche,1
Leim,1
Netzhaut,0
Standby,0
kindgerecht,0
Amerikanische,0
Humanismus,0
Weihe,1
schulen,1
Ambulanz,0
Ranch,1
Heuschrecke,0
hausgemacht,0
Marionette,0
Innenausbau,0
Zen,1
Grübeln,1
Freikarte,0
Furore,1
Fahrgestell,0
bohren,1
pflegeleicht,0
Zündkerze,0
Tanken,1
Pfand,1
Sinto,1
Eucharistie,0
Informieren,1
Coupon,1
Zwischenstand,0
Amazone,0
Chemo,1
Pendel,1
Miliz,1
Fördergeld,0
Hotspot,0
patch,1
Lesart,0
Hauptperson,0
solcherart,0
klitzeklein,0
Wohlwollen,0
Brockhaus,0
immun,1
Dattel,1
Tablett,1
Elektrogerät,0
fesseln,1
Posaune,1
Portugiese,0
Poet,1
Tempelhof,0
wett,1
Fön,1
Elle,1
Maiden,1
publik,1
Schlegel,1
Diele,1
dastehen,0
Inspektor,0
Europarat,0
offenbaren,0
Wettlauf,0
Neurologie,0
Porsche,1
Rohbau,0
Rühren,1
schnuppern,1
wahrgenommen,0
Sauerkraut,0
selbige,0
Sample,1
Hopfen,1
traut,1
Doppelpack,0
Nahe,1
Tesla,1
schlüpfen,1
Wehrdienst,0
Garn,1
Putsch,1
Shorts,1
Förderkreis,0
Macho,1
Delle,1
Gimmick,1
säubern,1
Maulwurf,0
kastrieren,1
Klingone,0
Perücke,0
Ebbe,1
zeitlang,0
reifen,1
Krabbe,1
chinesisch,0
blühen,1
Avenue,1
stillgelegt,0
Pflegekasse,0
Kniff,1
Deutschunterricht,0
Leiharbeit,0
Kastanie,1
Kroate,1
Würze,1
Nebensache,0
extravagant,0
Dock,1
Nostalgie,0
Metastase,0
Hochburg,0
Chanson,1
Chronologie,0
Großmacht,0
steril,1
Bürste,1
Turnen,1
Patriarch,0
Yard,1
Neubeginn,0
bloggen,1
Megawatt,0
Experimentieren,1
futsch,1
Emblem,1
Kompost,1
Karo,1
Adipositas,1
allergroß,0
Gourmet,1
meilenweit,0
Flosse,1
Lilie,1
Tran,1
Schwefel,1
Monographie,0
Juror,0
Galaxis,1
rauben,1
Epos,1
Yen,1
Vegane,1
Johannesburg,0
arrangieren,1
Innerste,0
Schwiegersohn,0
Badminton,1
seicht,1
Klinke,1
Lehrperson,0
reizen,1
Gassi,1
Neuron,1
Neunkirche,0
Eigene,0
Warnhinweis,0
Intellekt,1
Korpus,1
jammern,1
Wohnform,0
Pickup,0
kratzen,1
Playboy,0
Greis,1
Folklore,0
notieren,1
Pudel,1
fache,1
Margarine,1
Korsett,1
Tandem,1
Xbox,0
Trottel,1
ABS,0
Delikatesse,1
Rouge,1
hacken,1
Desinteresse,0
Kotzen,1
Bolzen,1
Ford,1
Toast,1
Sendezeit,0
Praline,1
Hoffen,1
Ratio,1
Lawine,1
Matrose,1
Pegasus,1
ringsum,0
Sopran,1
Phosphor,1
Fahrspaß,0
Fertighaus,0
Fritzbox,0
Steinmetz,0
Konsulat,0
lauthals,0
Rundschreiben,0
stiften,1
Giraffe,1
Impfen,1
Zeh,1
Allergen,1
Oberschicht,0
Hochdruck,0
Deutschland,0
Lernziel,0
Bummel,1
Sprössling,0
schwitzen,1
Amen,1
Adlige,1
Hörgerät,0
Rückbau,0
Newsgroup,0
heilsam,0
intensivieren,1
gegeneinander,0
Ackerbau,0
Kranich,1
Strähne,1
fortführen,0
Taille,1
Nanotechnologie,0
Bourgeoisie,0
strecken,1
Biochemie,0
Pult,1
ordern,1
Mucke,1
obendrauf,0
Schürze,1
desolat,1
Strudel,1
Superheld,0
Libero,1
Sheriff,1
Terminologie,0
Wohnmobile,0
toben,1
Laut,1
Privatschule,0
notgedrungen,0
Giebel,1
Tyrann,1
Hauptfach,0
Bloch,1
Nabe,1
Orakel,1
Imperator,0
Kontrabass,0
Zeitvertreib,0
Mindestbestellwert,0
schärfen,1
Harfe,1
nordöstlich,0
Feige,1
Himbeere,0
Basic,1
sonstwie,0
sau,1
konvertieren,1
Fehlgeburt,0
Audit,1
Rabbi,1
stemmen,1
naturbelassen,0
Wehe,1
festmachen,0
Ritzel,1
Klotz,1
Kajak,1
Caravan,1
Outen,1
Methan,1
Jesuit,1
zögern,1
Wink,1
Tropen,1
Installieren,1
Föhn,1
Hauptsponsor,0
Wechselspiel,0
Diskus,1
Privatleute,0
Wohngeld,0
spannen,1
Rep,1
Asiate,0
Lieb,1
Mediator,0
weltoffen,0
Hieb,1
Dad,1
Oberschule,0
Hausrat,0
Dürre,1
Außenseite,0
Trash,1
Großkonzern,0
Sketch,1
Steckbrief,0
Kribbeln,1
Kippe,1
Tuberkulose,1
Nebenstraße,0
Büchse,1
Backblech,0
Missgeschick,0
Achsel,1
biegen,1
Duden,1
Waschmittel,0
Sozialrecht,0
Merkzettel,0
Robe,1
zwischendrin,0
Share,1
Esstisch,0
schnappen,1
Kolleg,1
Lernort,0
Leck,1
Carport,0
Möwe,1
Torpedo,1
Flaggschiff,0
Reigen,1
Säge,1
Kurbel,1
selbigen,0
Kurator,0
Sehbehinderte,0
implizit,0
Ethanol,1
Strenge,1
Greifen,1
schimpfen,1
Kulanz,0
beiderseits,0
Reliquie,0
Schaufel,1
lüften,1
Füttern,1
halbieren,1
Knüppel,1
Sandale,1
Torf,1
Tram,1
Kohlensäure,0
Altenburg,0
Rennspiel,0
thematisieren,1
südöstlich,0
Mindestmaß,0
Kennen,1
Raute,1
Zauberspruch,0
MBA,0
Hörfunk,0
Chromosom,1
Sabbat,1
Hardcore,0
Katholizismus,0
Halde,1
Klonen,0
Gorilla,1
Barrel,1
Kruste,1
Knotenpunkt,0
kooperieren,1
Rückgriff,0
Lehrjahr,0
Lavendel,1
Hybride,1
Alexanderplatz,0
Kolonne,1
tolerieren,1
Champ,1
Mediathek,0
köpfige,0
krachen,1
Dackel,1
Mantra,1
Kloß,1
polar,1
Epidemie,0
Borreliose,1
Bordell,1
Feinstaub,0
Infrarot,0
blättern,1
Gladiator,1
Ode,1
Specht,1
Baseball,0
Selbstbild,0
Zenit,1
klopfen,1
Zitieren,1
Sprechzeit,0
Vereinigte,0
Prominenz,0
Caritasverband,0
distanzieren,1
Mähne,1
Teenie,1
Stehplatz,0
Königreiche,0
Lerngruppe,0
Meridian,1
blasen,1
Habe,1
explodieren,1
Popcorn,0
championship,0
Zwischenbericht,0
Pfahl,1
Tagebau,0
ASUS,0
Gänze,1
Renault,0
schmelzen,1
Puck,1
Kleingedruckte,0
wiederherstellen,0
Totalschaden,0
Wanken,1
Laus,1
Perfekt,1
Floß,1
Werbeartikel,0
Outlet,1
Background,0
formatieren,1
sagenumwoben,0
Bronchitis,1
Fetzen,1
Oben,1
Drängen,1
schlimmstenfalls,0
Bub,1
Zinn,1
Thunfisch,0
scheuen,1
Kirchheim,0
Physiologie,0
Rille,1
Tutor,0
Eigenanteil,0
Thermostat,0
Rinne,1
Mehraufwand,0
Papi,1
Lerninhalt,0
Emittent,1
Requiem,1
Xenon,1
Paddock,1
Monarch,1
schroff,1
fortgesetzt,0
Fresko,1
style,1
Heilmethode,0
Schelm,1
stopfen,1
Zicke,1
Aktivieren,1
Postulat,0
Wendel,1
Warendorf,0
köcheln,1
Jalousie,1
Contra,1
Regionalverband,0
Offizielle,0
Klarlack,0
plump,1
Vandalismus,0
Piazza,1
Schwarzarbeit,0
Metamorphose,0
Hurrikan,1
Originaltitel,0
modifizieren,1
Pudding,0
Livestream,0
Scannen,1
Soap,1
filtern,1
Minijob,0
renovieren,1
Chlor,1
Inferno,1
saufen,1
Assistenz,0
Grauzone,0
Gondel,1
vollbringen,0
Pizzeria,1
Neubaugebiet,0
Kodex,1
Bausparvertrag,0
LKW,0
jubeln,1
haften,1
zahm,1
Sirius,0
Werbezweck,0
Personalien,0
Kerbe,1
griffbereit,0
darunter,0
Schlaufe,1
Baracke,1
Hauptsaison,0
Liegeplatz,0
Alk,1
Pedelec,0
stramm,1
Bullshit,0
Selen,0
Pick,1
waagerecht,0
Voltaire,0
Neutron,1
altbewährt,0
pfeifen,1
Bastard,1
Operette,0
Rummel,1
Neuankömmling,0
Backware,0
Lehrbeauftragte,0
Hannoversch,0
Irrsinn,0
Phosphat,0
Prolog,1
pressen,1
Brise,1
Butt,1
Peeling,0
Empfehlen,1
vollenden,0
Sozialabbau,0
Jagen,1
Freilauf,0
Vehikel,1
Selbstkontrolle,0
Privatbesitz,0
Nymphe,1
Tragfläche,0
Melone,1
Debakel,1
Normale,0
Konvoi,1
herüber,0
Ballen,1
